"INSTNM","CITY","STABBR","NUMBRANCH","LATITUDE","LONGITUDE","ADM_RATE","PCIP40","PCIP41","PCIP44","PCIP45","UGDS","PPTUG_EF","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","C150_4","PCTFLOAN","UG25ABV","GRADS","STUFACR","CONTROL_PEPS"
"Rhodes College","Memphis","TN",1,35.154405,-89.990803,0.4968,0.0734,0,0,0.195,1931,0.0207,68055,54892,54892,17147,15714,9287,0.8261,0.8164,0.2786,0.0176,16,11,"Private Nonprofit"
"The University of the South","Sewanee","TN",1,35.204719,-85.920179,0.509,0.0426,0,0,0.2101,1598,0.0069,68704,53698,53698,23982,22219,9783,0.8874,0.8237,0.3013,0.0019,78,9,"Private Nonprofit"
"Southern Adventist University","Collegedale","TN",1,35.048254,-85.052088,0.6661,0.0202,0,0.0303,0.0141,2673,0.1025,37875,25590,25590,14501,11487,6415,0.9941,0.5143,0.4372,0.0672,327,16,"Private Nonprofit"
"Tennessee Wesleyan University","Athens","TN",1,35.446331,-84.592728,0.5941,0.0145,0,0.0182,0,832,0.0817,36828,29264,29264,11782,8345,5588,1,0.4363,0.5813,0.1307,217,12,"Private Nonprofit"
"The University of Tennessee-Chattanooga","Chattanooga","TN",1,35.047519,-85.300247,0.7702,0.017,0,0.0165,0.0388,9878,0.0914,23563,10144,18208,6589,9663,9500,0.6881,0.5309,0.384,0.0913,1398,17,"Public"
"The University of Tennessee-Knoxville","Knoxville","TN",1,35.952082,-83.925852,0.4599,0.0163,0,0.0169,0.0662,28763,0.0324,32658,13484,31974,14043,12735,12629,0.8375,0.735,0.3009,0.03,7421,18,"Public"
"The University of Tennessee-Martin","Martin","TN",1,36.340338,-88.864211,0.8732,0.0167,0,0.0236,0.0177,4600,0.0685,21628,10208,16248,5268,10439,8142,0.6875,0.5483,0.3338,0.0938,707,15,"Public"
"Tennessee State University","Nashville","TN",1,36.166321,-86.828275,0.9263,0.0168,0,0.0232,0.0399,6498,0.0942,23828,8568,22284,5408,9579,8484,0.7118,0.3303,0.3924,0.0752,1433,13,"Public"
"Tennessee Technological University","Cookeville","TN",1,36.174754,-85.504039,0.8316,0.0296,0,0,0.0446,8495,0.078,25338,10084,20116,6122,10312,9087,0.755,0.5423,0.3691,0.0695,1279,16,"Public"
"Trevecca Nazarene University","Nashville","TN",1,36.141324,-86.754238,0.7002,0.0099,0,0.0469,0,1697,0.2174,38726,29790,29790,12366,7775,6971,0.9535,0.5481,0.4094,0.1786,1371,22,"Private Nonprofit"
"Tusculum University","Greeneville","TN",1,36.172435,-82.760818,0.6042,0.0145,0,0,0.0145,903,0.0842,43172,28500,28500,9915,5909,4949,0.6024,0.3054,0.5327,0.1262,178,18,"Private Nonprofit"
"Union University","Jackson","TN",1,35.676896,-88.858524,0.4718,0.0069,0,0.0573,0.0321,1637,0.0892,55790,38450,38450,16450,13780,7911,1,0.7092,0.4705,0.1835,783,8,"Private Nonprofit"
"Vanderbilt University","Nashville","TN",1,36.14659,-86.803369,0.0628,0.0181,0,0.0066,0.3335,7143,0.008,84412,63946,63946,31742,33108,15433,0.836,0.9269,0.105,0.0021,6304,7,"Private Nonprofit"
"Abilene Christian University","Abilene","TX",1,32.468943,-99.709797,0.6388,0.0085,0,0.0325,0.0269,3129,0.0252,56121,42380,42380,15767,9692,8590,0.6916,0.6021,0.4223,0.0204,1926,13,"Private Nonprofit"
"Angelo State University","San Angelo","TX",1,31.440914,-100.465051,0.7923,0.0208,0,0.0574,0.0258,5515,0.1066,21625,8319,18399,6015,7755,7914,0.7427,0.4073,0.2525,0.0746,1627,18,"Public"
"Austin College","Sherman","TX",1,33.646345,-96.596331,0.4666,0.0561,0,0,0.1123,1125,0.0018,59654,46500,46500,14044,15720,8520,0.8551,0.6949,0.5176,0.0115,8,11,"Private Nonprofit"
"Baylor University","Waco","TX",1,31.546872,-97.121041,0.5099,0.0067,0.0038,0.01,0.0536,15007,0.0146,70130,54844,54844,27683,17237,11631,0.6462,0.8016,0.3377,0.0207,5669,15,"Private Nonprofit"
"Concordia University Texas","Austin","TX",1,30.420232,-97.835703,0.9106,0.002,0,0,0.0319,1388,0.1419,52098,36690,36690,19395,5782,5931,1,0.4051,0.6629,0.317,223,16,"Private Nonprofit"
"Texas A & M University-Corpus Christi","Corpus Christi","TX",1,27.713723,-97.32395,0.8947,0.0154,0,0,0.0077,7804,0.2313,24562,9748,21033,9025,9453,9184,0.7362,0.3374,0.434,0.1336,3033,18,"Public"
"Dallas Baptist University","Dallas","TX",1,32.710017,-96.947006,0.9108,0,0,0.0219,0.0237,2526,0.1469,49343,38140,38140,19110,9507,8403,1,0.6041,0.3665,0.1232,1351,16,"Private Nonprofit"
"University of Dallas","Irving","TX",1,32.846221,-96.919512,0.542,0.0429,0,0,0.132,1403,0.0214,64752,50880,50880,17890,12355,8757,0.5982,0.6802,0.4694,0.0182,755,11,"Private Nonprofit"
"East Texas Baptist University","Marshall","TX",1,32.557847,-94.374488,0.601,0.0114,0,0,0.0114,1364,0.0843,41833,30050,30050,11363,7581,7289,1,0.4797,0.5307,0.0747,174,15,"Private Nonprofit"
"Texas A&M University-Texarkana","Texarkana","TX",1,33.490482,-94.103617,0.8019,0.0027,0,0,0.0354,1748,0.2454,22143,7930,20947,6570,15383,8906,0.6405,0.312,0.4966,0.2966,349,13,"Public"
"Texas A & M University-Commerce","Commerce","TX",1,33.242112,-95.904579,0.9259,0.0094,0,0.0254,0.0105,8249,0.3022,23663,10026,22626,8296,8869,8845,0.4592,0.4593,0.3825,0.3233,3695,19,"Public"
"Hardin-Simmons University","Abilene","TX",1,32.476434,-99.73564,0.9653,0.0036,0,0.0429,0.0286,1275,0.0376,45059,31686,31686,13685,11093,7803,0.6065,0.4956,0.8278,0.0561,372,15,"Private Nonprofit"
"Houston Christian University","Houston","TX",1,29.693819,-95.515954,0.8515,0.0152,0,0,0.0038,2777,0.2117,47605,38100,38100,13155,5846,7911,0.5038,0.498,0.5625,0.145,1402,18,"Private Nonprofit"
"University of Houston-Clear Lake","Houston","TX",1,29.582523,-95.098129,0.753,0.0052,0,0.0207,0.0452,6082,0.4727,23788,7746,21330,9098,8687,9935,0.5875,0.5085,0.2884,0.388,2103,19,"Public"
"University of Houston-Downtown","Houston","TX",1,29.7661,-95.359338,0.9064,0.0124,0,0.0287,0.0262,12812,0.5102,23017,7708,17788,7703,6757,9327,0.5218,0.3376,0.305,0.4188,1225,18,"Public"
"University of Houston-Victoria","Victoria","TX",1,28.816248,-96.976334,0.7671,0,0,0,0.0216,2630,0.5521,21179,7499,17291,8145,10254,9315,0.511,0.2652,0.3847,0.4666,1077,14,"Public"
"University of Houston","Houston","TX",1,29.720393,-95.343537,0.6953,0.0092,0,0,0.059,37175,0.2588,25056,9711,22191,11059,9176,13207,0.7783,0.6492,0.319,0.1156,8730,21,"Public"
"Howard Payne University","Brownwood","TX",1,31.716467,-98.985204,0.6769,0,0,0.0085,0.1186,716,0.081,44579,33322,33322,12456,9885,6440,1,0.3112,0.6611,0.0938,65,10,"Private Nonprofit"
"University of the Incarnate Word","San Antonio","TX",1,29.46708,-98.46583,0.9336,0.0028,0,0.0018,0.0267,4545,0.1164,45850,35660,35660,21837,11836,8958,0.503,0.5184,0.7481,0.2063,2525,12,"Private Nonprofit"
"Lamar University","Beaumont","TX",1,30.042738,-94.072244,0.8573,0.0084,0,0.0206,0.036,7945,0.2443,21626,8690,18482,8090,5030,8923,0.7943,0.3718,0.4115,0.3222,9475,18,"Public"
"Texas A & M International University","Laredo","TX",1,27.571172,-99.436043,0.4596,0.0093,0,0,0.0272,6502,0.1913,14767,7846,19382,4383,6281,8971,0.5793,0.4892,0.2798,0.1298,1532,21,"Public"
"LeTourneau University","Longview","TX",1,32.46632,-94.726394,0.4068,0.0076,0,0.0101,0.0277,1510,0.1338,48206,35500,35500,15744,10374,6436,0.3345,0.6111,0.243,0.0722,162,11,"Private Nonprofit"
"Lubbock Christian University","Lubbock","TX",1,33.575973,-101.934426,0.7319,0.0076,0,0.0379,0.0379,1210,0.0603,40493,27298,27298,15123,7944,7219,0.512,0.4871,0.7504,0.0955,269,12,"Private Nonprofit"
"University of Mary Hardin-Baylor","Belton","TX",1,31.066793,-97.463471,0.9512,0.0111,0,0.0271,0.0048,2959,0.051,45235,33150,33150,21462,10900,8445,0.5412,0.534,0.6276,0.0903,496,17,"Private Nonprofit"
"McMurry University","Abilene","TX",1,32.429776,-99.748682,0.5765,0.0148,0,0,0.0985,1108,0.0695,43087,31372,31372,12781,9390,7581,1,0.3862,0.6044,0.0708,5,13,"Private Nonprofit"
"Midwestern State University","Wichita Falls","TX",1,33.874809,-98.519386,0.8738,0.0146,0,0.0249,0.0094,4043,0.2182,22411,10310,12260,7368,10910,8145,0.702,0.4128,0.4209,0.2165,1065,16,"Public"
"University of North Texas","Denton","TX",1,33.211178,-97.148422,0.7246,0.0061,0,0.0096,0.0351,33680,0.1728,25470,11164,21244,11401,6266,11054,0.6363,0.5957,0.391,0.1323,13649,23,"Public"
"The University of Texas Rio Grande Valley","Edinburg","TX",1,26.306759,-98.173567,0.8482,0.0077,0,0.0333,0.0356,27026,0.2568,18343,9859,19939,4161,9162,8791,0.8148,0.4927,0.2558,0.1432,4891,19,"Public"
"Paul Quinn College","Dallas","TX",1,32.678837,-96.755778,0.3381,0,0,0,0.0323,600,0.37,24912,13498,13498,6738,5349,6785,0.2093,0.381,0.5571,0.36,2,20,"Private Nonprofit"
"Prairie View A & M University","Prairie View","TX",1,30.092425,-95.989475,0.753,0.0133,0,0.0302,0.0274,8527,0.078,25958,11299,26874,6881,8827,8893,0.8099,0.4322,0.5808,0.07,990,16,"Public"
"Rice University","Houston","TX",1,29.717897,-95.402035,0.0788,0.0352,0,0.0152,0.1046,4562,0.0197,74110,58128,58128,30531,37803,18047,0.8372,0.9569,0.0625,0.0037,3982,6,"Private Nonprofit"
"Saint Edward's University","Austin","TX",1,30.229618,-97.754998,0.8369,0.0103,0,0.0236,0.056,2729,0.0542,64975,51384,51384,23427,10381,9434,0.5074,0.6418,0.4814,0.0666,578,13,"Private Nonprofit"
"University of St Thomas","Houston","TX",1,29.736438,-95.393102,0.9334,0.0103,0,0,0.0427,2826,0.1553,44151,33660,33660,16636,12533,8135,0.9811,0.6862,0.3625,0.222,844,15,"Private Nonprofit"
"Sam Houston State University","Huntsville","TX",1,30.714738,-95.546205,0.8539,0.0111,0,0,0.0219,18138,0.1988,24517,9228,19020,9906,7731,8309,0.7956,0.5507,0.4631,0.1427,3224,20,"Public"
"Schreiner University","Kerrville","TX",1,30.031458,-99.130586,0.8797,0.0182,0,0,0.0182,1028,0.0233,46294,37396,37396,14072,9618,7575,0.5217,0.437,0.6576,0.0725,146,15,"Private Nonprofit"
"St. Mary's University","San Antonio","TX",1,29.453244,-98.562778,0.8895,0.0136,0,0,0.1159,1911,0.0382,46368,36242,36242,17484,11887,10468,0.6432,0.5879,0.5217,0.0447,1264,10,"Private Nonprofit"
"Southern Methodist University","Dallas","TX",1,32.843612,-96.783365,0.6122,0.0093,0,0.016,0.1009,7106,0.0224,82532,64460,64460,33514,18056,14324,0.6808,0.8325,0.2174,0.0191,4727,11,"Private Nonprofit"
"Southwestern Assemblies of God University","Waxahachie","TX",1,32.40443,-96.853492,0.8423,0,0,0.0264,0,1366,0.0988,32765,18610,18610,10904,7995,6304,0.4841,0.3553,0.6372,0.1635,312,15,"Private Nonprofit"
"Stephen F Austin State University","Nacogdoches","TX",1,31.621056,-94.64908,0.8825,0.0123,0,0.0427,0.0237,8746,0.1123,24231,10600,20680,7647,8849,8500,0.7425,0.5175,0.4294,0.1062,1313,15,"Public"
"Texas State University","San Marcos","TX",1,29.888885,-97.943029,0.8948,0.0054,0,0.0216,0.0462,34547,0.1579,26348,11450,23210,8829,7021,8917,0.7667,0.5617,0.4259,0.0841,4175,21,"Public"
"Southwestern Adventist University","Keene","TX",1,32.397617,-97.32702,0.5552,0,0,0,0.014,574,0.0679,35804,24588,24588,17277,10682,6382,0.9592,0.4109,0.5602,0.1501,4,12,"Private Nonprofit"
"Sul Ross State University","Alpine","TX",1,30.363139,-103.651469,0.9562,0.0083,0,0,0.0138,1378,0.3679,23759,7592,17384,6381,10188,7540,0.5986,0.2744,0.38,0.2561,501,11,"Public"
"Tarleton State University","Stephenville","TX",1,32.217805,-98.219039,0.942,0.0064,0,0.0271,0.005,12263,0.2481,22981,7878,17958,7777,5547,8176,0.6,0.5123,0.4548,0.1501,2249,18,"Public"
"Texas A & M University-Kingsville","Kingsville","TX",1,27.525168,-97.882387,0.9229,0.0175,0,0.0175,0.0437,4622,0.1242,22262,9892,26106,7423,10905,8594,0.8445,0.4559,0.4648,0.0993,1375,16,"Public"
"Texas A & M University-College Station","College Station","TX",2,30.618726,-96.336475,0.6325,0.015,0,0,0.0581,59099,0.1061,32085,13099,40328,13221,18980,14313,0.8444,0.8378,0.2634,0.0169,16700,19,"Public"
"The University of Texas at Arlington","Arlington","TX",1,32.729718,-97.11296,0.8129,0.0081,0,0.0245,0.0145,30834,0.3417,25265,11728,29660,9876,6856,11093,0.6347,0.5652,0.3281,0.2948,12880,23,"Public"
"The University of Texas at Austin","Austin","TX",1,30.282825,-97.738273,0.2912,0.019,0,0.008,0.0708,42100,0.059,29842,11678,42778,11859,20900,15510,0.8347,0.8764,0.2706,0.0185,10638,18,"Public"
"The University of Texas at Dallas","Richardson","TX",1,32.984673,-96.749702,0.6546,0.0145,0,0.0068,0.0407,21317,0.1505,28210,14564,40064,14656,10990,14868,0.7309,0.7083,0.3528,0.0713,9555,27,"Public"
"The University of Texas at El Paso","El Paso","TX",1,31.77015,-106.504098,0.999,0.0078,0,0.0143,0.0262,20547,0.2906,19327,9744,25512,6856,7531,9775,0.6799,0.4595,0.2946,0.1818,3742,20,"Public"
"The University of Texas at Tyler","Tyler","TX",1,32.315772,-95.254337,0.9154,0.0033,0,0,0.0082,7009,0.2775,23669,9920,25198,7204,25565,19802,0.7833,0.4677,0.3266,0.2057,2391,17,"Public"
"Texas Christian University","Fort Worth","TX",1,32.70961,-97.364758,0.426,0.0079,0,0.0099,0.0882,10919,0.0184,72778,57220,57220,29654,19710,13511,0.9986,0.8561,0.2505,0.03,1848,14,"Private Nonprofit"
"Texas Lutheran University","Seguin","TX",1,29.573261,-97.982669,0.9479,0.0188,0,0,0.0215,1260,0.027,47548,34920,34920,15077,11050,7713,0.5896,0.5518,0.6593,0.1147,71,10,"Private Nonprofit"
"The University of Texas Permian Basin","Odessa","TX",1,31.889509,-102.329634,0.8446,0.0089,0,0.0011,0.0501,4122,0.2246,21727,10904,23212,7422,10228,8924,0.9623,0.4298,0.2983,0.3159,1245,20,"Public"
"The University of Texas at San Antonio","San Antonio","TX",1,29.583709,-98.620657,0.8846,0.0114,0,0.006,0.0412,29675,0.2416,21474,8991,21965,8860,6417,10373,0.7579,0.5119,0.4257,0.15,4554,25,"Public"
"Texas Southern University","Houston","TX",1,29.721046,-95.361113,0.9335,0.0099,0,0.0419,0.043,6619,0.1345,24899,9173,21773,7656,9906,8051,0.6116,0.1989,0.6527,0.1407,1850,16,"Public"
"Texas Tech University","Lubbock","TX",1,33.583448,-101.874783,0.7089,0.0085,0,0.0029,0.0373,32446,0.0889,27472,11852,24451,10275,8087,11545,0.8372,0.6747,0.4348,0.0651,8138,21,"Public"
"Texas Wesleyan University","Fort Worth","TX",1,32.732962,-97.279613,0.6239,0,0,0,0.0288,1671,0.0712,50619,37934,37934,17087,9850,8334,0.2203,0.3235,0.4279,0.1246,685,13,"Private Nonprofit"
"Texas Woman's University","Denton","TX",1,33.226211,-97.127842,0.9499,9e-04,0,0.0224,0.0369,8804,0.2355,20399,8648,18720,6121,7221,9260,0.9933,0.4421,0.3909,0.2062,5404,17,"Public"
"Trinity University","San Antonio","TX",1,29.462682,-98.48186,0.2816,0.0375,0,0,0.1689,2518,0.0151,65774,51352,51352,20462,20197,12044,0.7822,0.8193,0.2918,0.0075,163,9,"Private Nonprofit"
"Wayland Baptist University","Plainview","TX",1,34.187677,-101.730042,0.5405,0.003,0,0.0822,0.003,2090,0.3426,34762,23186,23186,10534,12615,6090,1,0.1919,0.4338,0.5768,699,10,"Private Nonprofit"
"West Texas A & M University","Canyon","TX",1,34.982789,-101.914736,0.9735,0.0097,0,0.0256,0.0159,6771,0.2009,23383,9101,10996,8175,6654,8505,0.8167,0.4731,0.382,0.2094,2211,18,"Public"
"Brigham Young University","Provo","UT",1,40.250851,-111.649281,0.6919,0.0118,0,0,0.0714,32221,0.0919,20879,6496,6496,6658,19039,13861,0.7152,0.8221,0.1163,0.0739,2853,21,"Private Nonprofit"
"Southern Utah University","Cedar City","UT",1,37.674617,-113.070146,0.8047,0.0063,0,0,0.0178,9533,0.1492,19512,6770,20586,7461,7172,8636,0.706,0.5899,0.1726,0.2678,1990,22,"Public"
"Utah State University","Logan","UT",1,41.740748,-111.81391,0.9362,0.0055,0,0.0149,0.0929,20342,0.186,21050,9228,24802,7442,12729,10824,0.9719,0.5732,0.1925,0.1159,3015,19,"Public"
"University of Utah","Salt Lake City","UT",1,40.762484,-111.846044,0.8717,0.0206,0,0.0212,0.1522,26041,0.1447,21799,9315,29837,14249,17807,12443,0.8866,0.6391,0.215,0.1211,8433,18,"Public"
"Westminster University","Salt Lake City","UT",1,40.730779,-111.855757,0.6883,0.0428,0,0,0.0367,882,0.0351,56801,41416,41416,16081,16353,8537,1,0.6936,0.6608,0.1039,319,8,"Private Nonprofit"
"Bennington College","Bennington","VT",1,42.919547,-73.237799,0.4804,0.0313,0,0.0188,0.05,759,0.0422,82968,64644,64644,26637,22739,11162,0.4844,0.6667,0.4942,0.0593,91,9,"Private Nonprofit"
"Champlain College","Burlington","VT",1,44.473287,-73.202746,0.6672,0,0,0.0129,0,2870,0.2352,63000,45550,45550,17077,10463,10111,1,0.6301,0.5134,0.3482,442,13,"Private Nonprofit"
"Goddard College","Plainfield","VT",1,44.279087,-72.438388,0.1951,0,0,0,0,113,0.2212,36263,19568,19568,15347,4569,5167,0.35,0.75,0.6875,0.8496,150,7,"Private Nonprofit"
"Middlebury College","Middlebury","VT",2,44.009117,-73.176068,0.1037,0.0376,0,0,0.3322,2785,0.0047,82260,65280,65280,48788,29547,13491,0.9221,0.9259,0.2279,0.0036,57,9,"Private Nonprofit"
"Norwich University","Northfield","VT",1,44.140237,-72.659783,0.7361,0.0068,0,0,0.0834,2490,0.1715,65098,49600,49600,12883,9535,8088,0.4759,0.6103,0.459,0.1942,632,12,"Private Nonprofit"
"Saint Michael's College","Colchester","VT",1,44.494558,-73.167069,0.9185,0.0227,0,0,0.1262,1157,0.0138,67174,50040,50040,20530,10686,8928,0.9815,0.6887,0.5831,0.0127,192,10,"Private Nonprofit"
"Vermont State University","Randolph","VT",1,43.939623,-72.604498,0.8323,0.0109,0,0.0117,0.0192,3567,0.2461,30074,11400,21408,14479,13327,7768,1,0.4894,0.5528,0.2784,1049,9,"Public"
"University of Vermont","Burlington","VT",1,44.477325,-73.196646,0.6002,0.0119,0,0.0104,0.1007,11614,0.0252,35116,18890,43890,25695,13126,10439,0.7804,0.7856,0.384,0.0376,2152,17,"Public"
"Averett University","Danville","VA",1,36.577287,-79.413203,0.478,0,0,0,0.0451,1162,0.0921,51456,38550,38550,15679,10409,6509,1,0.4357,0.6754,0.2331,198,13,"Private Nonprofit"
"Bluefield University","Bluefield","VA",2,37.244557,-81.246233,0.6272,0,0,0.1136,0,683,0.0893,41806,29696,29696,13307,8087,5877,1,0.2714,0.6199,0.1513,295,15,"Private Nonprofit"
"Bridgewater College","Bridgewater","VA",1,38.378484,-78.969007,0.9081,0.0274,0,0,0.0518,1388,0.0022,56195,41350,41350,10574,8268,7292,0.7163,0.4944,0.6477,0.0043,45,12,"Private Nonprofit"
"William & Mary","Williamsburg","VA",1,37.269489,-76.708214,0.3272,0.062,0,0.0225,0.2204,6949,0.0096,41118,25040,49412,22550,16353,13070,0.7906,0.9101,0.2335,0.0112,2799,13,"Public"
"Regent University","Virginia Beach","VA",1,36.801173,-76.194627,0.4118,0,0,0.0303,0.0303,4282,0.4236,30550,20686,20686,14286,3911,8365,0.773,0.5409,0.574,0.5838,5591,20,"Private Nonprofit"
"Christopher Newport University","Newport News","VA",1,37.062495,-76.494364,0.8796,0.0256,0,0.0161,0.1121,4402,0.0184,32242,16351,30988,9166,11976,10608,0.6335,0.7508,0.3648,0.012,96,13,"Public"
"Emory & Henry University","Emory","VA",1,36.772857,-81.829142,0.963,0.0205,0,0.0154,0.0923,1107,0.019,52311,35280,35280,12169,14294,7571,0.9667,0.5375,0.659,0.0145,257,12,"Private Nonprofit"
"Eastern Mennonite University","Harrisonburg","VA",1,38.471134,-78.880326,0.9975,0.0043,0,0.0345,0.0431,800,0.0363,54378,41860,41860,16336,13158,6352,0.9505,0.4709,0.5538,0.0498,429,10,"Private Nonprofit"
"Ferrum College","Ferrum","VA",1,36.926431,-80.020614,1,0.0161,0,0.0161,0.0269,745,0.0201,54506,38320,38320,11957,8527,5755,1,0.2886,0.7481,0.0335,20,11,"Private Nonprofit"
"George Mason University","Fairfax","VA",1,38.83195,-77.307063,0.8883,0.0096,0,0.0159,0.0739,27083,0.188,26972,13815,39397,10962,15131,13809,0.529,0.6932,0.3425,0.1671,11861,16,"Public"
"Hampton University","Hampton","VA",1,37.019944,-76.339161,0.4827,0.0037,0,0.0093,0.0598,3254,0.0375,45968,29162,29162,17733,17051,7970,1,0.5567,0.5636,0.0458,394,15,"Private Nonprofit"
"Hollins University","Roanoke","VA",1,37.354201,-79.943277,0.7086,0.0523,0,0,0.1307,673,0.0015,57481,42260,42260,9105,17553,7218,0.6797,0.6968,0.589,0.0297,109,8,"Private Nonprofit"
"James Madison University","Harrisonburg","VA",1,38.436311,-78.870484,0.7625,0.0154,0,0.0219,0.0716,20497,0.0499,30213,13576,30790,11071,10477,10428,0.8047,0.8089,0.3042,0.0294,1752,17,"Public"
"Liberty University","Lynchburg","VA",1,37.350232,-79.18222,0.9932,0.0023,0,0.0226,0.0172,50059,0.3705,41707,21222,21222,11161,4101,8042,0.1555,0.6348,0.4902,0.4804,50245,18,"Private Nonprofit"
"Longwood University","Farmville","VA",1,37.297975,-78.396987,0.848,0.0168,0,0.0251,0.0587,2957,0.0409,32870,15200,27410,6279,11227,8727,1,0.616,0.4943,0.0549,1322,14,"Public"
"University of Lynchburg","Lynchburg","VA",1,37.399774,-79.181653,0.8219,0.0144,0,0,0.1441,1599,0.0256,48300,35540,35540,16213,12557,8232,0.7269,0.6162,0.5802,0.0452,800,11,"Private Nonprofit"
"University of Mary Washington","Fredericksburg","VA",1,38.302492,-77.476055,0.8626,0.0541,0,0,0.14,3504,0.1333,29234,14559,31479,5623,11682,9548,0.6957,0.6738,0.3075,0.1232,197,13,"Public"
"Marymount University","Arlington","VA",1,38.905562,-77.128785,0.8052,0,0,0,0.0641,1795,0.0557,55748,39050,39050,20474,9175,8517,0.4098,0.5789,0.3503,0.1241,1451,13,"Private Nonprofit"
"Norfolk State University","Norfolk","VA",1,36.848429,-76.261375,0.8746,0.009,0,0.0716,0.0972,5495,0.1086,26093,9910,21412,5192,12665,9520,0.6301,0.3267,0.5827,0.1367,535,18,"Public"
"Old Dominion University","Norfolk","VA",1,36.886418,-76.30666,0.9052,0.0115,0,0,0.087,17521,0.2257,27180,12262,32662,7028,12032,10154,0.9509,0.4435,0.4217,0.2518,4805,15,"Public"
"Radford University","Radford","VA",1,37.136907,-80.549728,0.9064,0.014,0,0.0344,0.0496,5609,0.08,26681,12286,25185,5757,15606,9459,0.6799,0.4962,0.5514,0.1269,1827,12,"Public"
"Randolph-Macon College","Ashland","VA",1,37.76043,-77.478416,0.834,0.0426,0,0,0.1125,1489,0.0228,61174,48002,48002,18634,13321,8736,0.6439,0.746,0.5819,0.0073,23,10,"Private Nonprofit"
"Randolph College","Lynchburg","VA",1,37.437315,-79.171887,0.9494,0.0217,0,0,0.0761,520,0,43838,29010,29010,12341,17013,8278,1,0.5149,0.5628,0.0277,93,7,"Private Nonprofit"
"University of Richmond","University of Richmond","VA",1,37.577393,-77.538806,0.2331,0.0268,0,0,0.1083,3002,0.035,77290,62600,62600,31062,24785,13886,0.7138,0.8784,0.3335,0.0275,722,7,"Private Nonprofit"
"Roanoke College","Salem","VA",1,37.294861,-80.055467,0.8007,0.0673,0,0,0.0817,1801,0.0228,54059,36774,36774,16612,12604,7553,0.8394,0.6589,0.8094,0.0274,11,11,"Private Nonprofit"
"Shenandoah University","Winchester","VA",1,39.167355,-78.157433,0.7784,0.0101,0,0,0.0142,2127,0.0357,50500,36028,36028,19166,11384,8377,0.58,0.7055,0.5847,0.0676,1753,11,"Private Nonprofit"
"Virginia Polytechnic Institute and State University","Blacksburg","VA",1,37.229012,-80.423675,0.5703,0.0212,0,0.0066,0.0841,30435,0.028,32040,15478,36694,16670,15066,13512,0.9874,0.8628,0.3426,0.0158,7790,17,"Public"
"Virginia Commonwealth University","Richmond","VA",1,37.54962,-77.452697,0.9306,0.0231,0,0.0204,0.0452,20797,0.1087,34346,16458,39042,12682,16410,11878,0.6399,0.6538,0.4173,0.0911,7033,17,"Public"
"University of Virginia-Main Campus","Charlottesville","VA",1,38.035665,-78.503428,0.1686,0.0281,0,0.0164,0.1224,17315,0.0343,38132,20986,58014,24561,22810,16881,0.9579,0.953,0.2041,0.0346,8312,15,"Public"
"Virginia State University","Petersburg","VA",1,37.234692,-77.419026,0.891,0.0032,0,0.0323,0.0629,4787,0.0437,24173,9755,22006,9298,21853,9216,0.6447,0.4072,0.7567,0.0774,361,13,"Public"
"Virginia Union University","Richmond","VA",1,37.562405,-77.450903,0.9773,0.0625,0,0.0625,0.1016,1153,0.1075,34960,14880,14880,11469,4758,5649,0.9839,0.4133,0.456,0.1726,492,22,"Private Nonprofit"
"Virginia Wesleyan University","Virginia Beach","VA",1,36.868417,-76.18606,0.7129,0.0079,0,0.0198,0.0791,1243,0.0708,51192,36960,36960,9656,9189,8431,0.7293,0.4905,0.476,0.0812,85,13,"Private Nonprofit"
"Washington and Lee University","Lexington","VA",1,37.788939,-79.443018,0.1736,0.0419,0,0,0.2318,1884,0,82990,64525,64525,32777,39474,13879,0.8811,0.949,0.1505,0.0058,379,8,"Private Nonprofit"
"Central Washington University","Ellensburg","WA",1,47.002687,-120.538368,0.9022,0.0289,0,0.0207,0.0712,8081,0.1364,25148,9192,26771,6113,10491,9704,0.663,0.4985,0.3568,0.1967,487,17,"Public"
"Eastern Washington University","Cheney","WA",1,47.490667,-117.583808,0.9177,0.0228,0,0.0264,0.0664,6517,0.0988,22772,8353,25892,8252,10391,9945,0.6429,0.4721,0.6753,0.1532,3495,20,"Public"
"The Evergreen State College","Olympia","WA",1,47.07382,-122.977492,0.9723,0,0,0,0.0018,2042,0.0916,25934,8999,30980,7569,12636,9136,0.7037,0.4356,0.406,0.4061,212,20,"Public"
"Gonzaga University","Spokane","WA",1,47.666531,-117.400625,0.7596,0.011,0,0,0.0969,5098,0.0114,69290,53500,53500,24988,14933,10610,0.5576,0.8687,0.36,0.0165,2143,12,"Private Nonprofit"
"Northwest University","Kirkland","WA",1,47.657945,-122.192763,0.8805,0,0,0,0.0052,642,0.0358,48442,36035,36035,19542,14229,7786,0.3161,0.6349,0.7333,0.0795,320,9,"Private Nonprofit"
